--- NEW SESSION ---
234007,0.45,0.37,0.50,-230.41,-78.12,-106.51
234017,0.43,0.13,0.57,-264.71,-97.90,-106.87
234027,0.42,-0.04,0.67,-284.36,-120.36,-102.72
234037,0.40,-0.28,1.00,-295.78,-147.22,-92.71
234047,0.28,-0.36,1.25,-268.68,-159.12,-80.69
234057,0.13,-0.43,1.44,-166.56,-144.65,-50.78
234067,0.07,-0.48,1.39,-76.97,-93.32,-26.12
234077,0.15,-0.56,1.36,27.47,3.85,-0.31
234087,0.19,-0.58,1.29,59.75,30.15,10.25
234097,0.18,-0.51,1.09,69.76,59.88,25.27
234107,0.09,-0.32,0.98,68.60,100.89,32.65
234117,0.18,0.08,0.91,68.48,189.03,56.52
234127,0.25,0.39,0.60,68.24,246.58,66.71
234137,0.45,0.79,0.60,48.77,313.60,71.41
234147,0.57,1.43,1.16,52.31,340.27,67.26
234157,0.59,1.71,1.17,76.11,281.74,72.45
234167,0.57,1.74,0.76,107.85,120.79,54.08
234177,0.48,1.65,0.49,98.51,33.39,14.59
234187,0.43,1.44,0.25,44.92,-16.11,-43.76
234197,0.44,1.28,0.25,-3.30,-43.46,-78.31
234207,0.39,1.06,0.31,-79.90,-86.55,-127.32
234217,0.41,0.82,0.42,-118.35,-100.65,-150.51
234227,0.34,0.37,0.54,-168.03,-130.43,-160.03
234237,0.29,0.02,0.68,-195.68,-146.67,-151.67
234247,0.35,-0.55,0.98,-207.89,-178.71,-126.34
234257,0.07,-0.74,1.38,-200.32,-193.24,-98.63
234267,-0.16,-0.99,1.68,-116.88,-173.52,-52.86
234277,-0.23,-1.00,1.70,-26.12,-117.31,-17.58
234287,-0.18,-0.83,1.67,97.72,23.74,19.10
234297,-0.23,-0.75,1.62,144.23,58.84,55.42
234307,0.10,-0.75,1.40,171.45,75.50,107.06
234317,0.04,-0.21,0.90,138.37,97.66,114.75
234327,0.39,0.28,0.70,85.39,135.50,120.85
234337,0.52,1.15,0.38,-0.73,209.96,117.49
234347,0.60,1.73,0.53,-32.17,284.85,107.91
234357,0.72,2.21,0.77,-28.26,269.65,65.73
234367,0.60,2.19,0.76,-6.23,159.55,21.48
234377,0.47,1.78,0.48,5.92,-39.06,-53.59
234387,0.39,1.44,0.45,-7.87,-94.18,-95.21
234397,0.27,0.91,0.48,-45.29,-120.73,-122.56
234407,0.30,0.50,0.62,-77.64,-128.48,-130.25
234417,0.26,-0.04,0.98,-98.57,-148.38,-122.86
234427,0.14,-0.41,1.27,-75.26,-148.01,-90.09
234437,-0.04,-0.81,1.47,15.44,-112.30,-29.97
234447,-0.27,-0.89,1.45,77.21,-56.46,5.31
234457,-0.12,-0.93,1.44,144.23,34.85,51.57
234467,-0.10,-0.86,1.40,159.30,62.56,69.64
234477,0.18,-0.82,1.33,164.06,70.92,103.52
234487,0.37,-0.37,0.95,121.34,60.67,87.65
234497,0.33,0.22,0.71,68.18,78.80,71.23
234507,0.55,1.15,0.44,-13.31,128.36,41.20
234517,0.54,1.73,0.48,-46.02,155.27,27.22
234527,0.45,2.03,0.63,-52.86,140.20,0.24
234537,0.29,2.06,0.71,-44.19,76.60,-26.98
234547,0.25,1.61,0.55,-19.29,-53.41,-46.88
234557,0.29,1.22,0.43,-14.47,-95.34,-60.42
234567,0.29,0.66,0.46,-45.17,-110.66,-78.98
234577,0.22,0.29,0.66,-66.53,-110.96,-84.29
234587,0.02,-0.28,1.05,-53.04,-101.50,-52.67
